"Frequency / Hz","Vm3:Measured voltage","Vm4:Measured voltage","Vm5:Measured voltage"
18200,1.1907480497141024e-10,8.8592493308763296e-11,3.7393224233950323e-11
18250,2.2357738908569069e-11,7.6808377826230251e-11,9.8998340616030436e-11
18300,1.8693691820466335e-10,9.9925821893228873e-11,2.134244288265427e-10
18350,5.0687487523149989e-11,8.2426993985203616e-11,1.3261121389758014e-10
18400,8.6330178980780259e-11,8.4762779304306934e-11,9.9917875983575364e-12
18450,9.5287157182175113e-11,7.7622929271643273e-11,2.4872853524738768e-11
18500,1.645958078368275e-10,1.7159788227061662e-10,1.231523769744546e-10
18550,9.3520990475889628e-11,1.0393532807235763e-10,9.1260066762160445e-11
18600,1.8949142483463558e-10,5.1419920828935606e-11,1.9895894953885514e-10
18650,9.3654184352418819e-11,9.1059111124581327e-11,3.604470832238562e-11
18700,1.3482549988975489e-10,2.5072086765767756e-10,1.2546224913998675e-10
18750,2.6003712343410623e-10,7.7534326342180249e-11,1.8271387474523882e-10
18800,8.2695623320020679e-11,1.8908387047476805e-10,1.1614003890399509e-10
18850,1.3258425303197543e-10,7.5406108635275683e-11,1.2231904975006798e-10
18900,1.1072515303986353e-10,7.7997510664548321e-11,1.8860435931949819e-10
18950,2.7876417161120343e-10,2.1571949718011893e-10,1.3670103876700128e-10
19000,1.3318545476727827e-10,1.6157478302322441e-10,1.9771495088992336e-10
19050,2.6633955499339006e-08,2.6466229989032688e-08,2.6518727849468024e-08
19100,1.1048059557424746e-10,8.0988319666153339e-11,3.1761402807662779e-11
19150,1.3855345402203428e-06,1.3857666800375195e-06,1.3856284779357886e-06
19200,1.2351484958792619e-10,8.9129865078190087e-11,1.2979950766006478e-10
19250,7.4837898051358958e-11,6.2409623013839109e-11,1.3536448620809789e-10
19300,3.332957830065582e-11,1.6509053586436243e-10,1.3208756306012879e-10
19350,0.0017875953473105474,0.0017875950790591387,0.0017875952050367331
19400,1.1491537597434159e-10,2.5050146538885334e-10,1.9331984125962071e-10
19450,0.040779610242539177,0.040779610264046084,0.040779610278843401
19500,2.1343694018675947e-10,1.1851211104085515e-10,2.743718467701494e-10
19550,1.2841708174510653e-10,1.5157265261943687e-10,8.5762009478568303e-11
19600,2.1914719022044095e-10,1.1960866823398155e-10,1.1484186634041485e-10
19650,6.0520212867756298,6.0520212866993006,6.052021286700664
19700,2.3705817941046436e-10,1.7025178526985984e-10,1.336283568897608e-10
19750,29.174648305151486,29.17464830542621,29.174648305424899
19800,6.9260663040224258e-11,1.631033159545993e-10,1.0016158147339343e-10
19850,8.7362029914338202e-11,1.4489805748121444e-10,1.7449448714667975e-10
19900,1.4425704321111865e-10,2.8430494465436227e-10,1.5257143449093331e-10
19950,36.435766010427862,36.435766010567058,36.435766010491506
20000,1.0124280783178907e-10,1.4091647199087992e-10,2.3500171769827205e-10
20050,36.435766010697968,36.435766010778899,36.435766010615851
20100,1.8765270442405975e-10,1.1577457467794574e-10,7.3986083172525786e-11
20150,1.8380630606252801e-10,1.626909612009568e-10,4.5632061961782843e-11
20200,2.8353749757610387e-11,5.6330682405314468e-11,7.1978235529002037e-11
20250,29.174648305246183,29.1746483050431,29.174648305254028
20300,1.4050672843551166e-10,1.3708437323505817e-10,1.3361679015130712e-10
20350,6.0520212866275962,6.0520212865824785,6.0520212866061645
20400,6.4465910465257431e-11,7.0108506353716267e-11,1.1655647005378882e-10
20450,1.6218841416557247e-10,1.9810432086254422e-10,1.0777273829582514e-10
20500,3.2658331988562856e-10,1.5353965683563554e-10,1.7553930767938602e-10
20550,0.040779610366194659,0.040779610414377866,0.040779610221646161
20600,1.8133659414860075e-10,3.3268668228741359e-11,1.9138718426968836e-10
20650,0.0017875950558805219,0.0017875952544973346,0.0017875950194267546
20700,6.797932032953648e-11,1.4717640249163139e-10,1.2206586976798455e-10
20750,1.7618551918461381e-10,7.672903117744312e-11,1.3699220557929209e-10
20800,3.1812188364238088e-11,1.717837291945633e-10,1.7151090129308519e-10
20850,1.3854709398848204e-06,1.3852676263146342e-06,1.3854370703215112e-06
20900,1.8611854839167639e-10,1.5293189525495536e-10,5.012380459457311e-11
20950,2.643274662954771e-08,2.6722180046108021e-08,2.6445884885482201e-08
21000,1.7545076320497815e-10,2.8402337595163279e-10,1.0874939059979158e-10
21050,1.0112704145520706e-10,1.453936825481121e-10,1.9448770085680245e-10
21100,1.0499442058769717e-10,1.6382554743758329e-10,5.944790432820887e-11
21150,2.1056852883734491e-10,1.4586816435517366e-10,6.502151212257561e-11
21200,2.4399108261178676e-11,4.0180273585014887e-11,6.1036370685940584e-11
21250,7.2610883946336297e-11,3.4621210139841293e-11,6.9579011506460496e-11
21300,1.3111254625238853e-10,1.2317904380229163e-10,3.0299041120551413e-11
21350,2.880002472214869e-10,1.5638125100762026e-10,1.6034618057867853e-10
21400,1.2045414638835836e-10,1.359256699050783e-10,2.0786787742254537e-10
21450,1.9287078570894019e-10,2.4604877771470763e-10,9.9866142416947363e-11
21500,5.0107635737002216e-11,1.3113628762817224e-10,8.4618509823679286e-11
21550,1.3125950790100416e-10,2.0217420187434443e-10,1.0860175383393675e-10
21600,2.3230949739924571e-10,1.5378391810593021e-10,1.5624011227160026e-10
21650,2.5178574380257674e-10,2.6519490530226688e-11,2.3419611125748464e-10
21700,5.9081391035224265e-12,7.5968256631470105e-11,7.9715597381935741e-11
21750,1.0818913662376472e-10,1.2587860323109083e-10,2.0504472478687366e-11
21800,6.5731552416339848e-11,9.0403322231135974e-11,1.0698593817486279e-10
21850,5.1098735224575455e-11,2.1002511198742276e-10,1.7524029335655332e-10
21900,1.0955037767560879e-10,4.2000947484697628e-11,1.4501550613868674e-10
21950,4.3169058032185821e-11,8.7057486349741402e-11,6.0781254701217028e-11
22000,1.2755070829623626e-10,1.0469043928527288e-10,4.1760779848742546e-11
22050,1.8422584139977739e-10,2.0744229755288813e-10,2.548681081490111e-10
22100,1.4726593316542762e-10,2.2651770307809485e-10,8.372698762711039e-11
22150,1.8373752430806997e-10,2.0769937733293677e-10,3.7006046531321501e-10
22200,1.4733477761212307e-10,1.6494467304621895e-10,5.907660450812226e-11
22250,4.8539890089741829e-11,9.154723941843823e-11,8.631805816383829e-11
22300,1.4270179858693464e-10,1.6905694295374063e-10,1.4992381206035794e-10
22350,2.7389168015342247e-10,2.1964482440281434e-10,5.5690999100845917e-11
22400,1.2519577968405049e-10,1.1441988197490143e-10,1.9489401318044696e-10
22450,1.4620263692149548e-10,9.5618980509357511e-11,1.1674443837117305e-10
22500,5.9852968679313599e-11,6.8731608929477938e-11,8.402985445077378e-11
22550,1.3783459734350649e-10,7.1388600302715241e-11,8.5859039874736682e-11
22600,9.6681468300702839e-11,1.4102295385012633e-10,4.5309772987719697e-11
22650,8.579986278298151e-11,1.2773393904128656e-10,6.1855100008565205e-11
22700,1.5933382037705611e-10,1.7104540758484682e-10,2.6550467109338009e-11
22750,2.5884077155136682e-10,1.81043344848417e-10,8.6707171982988617e-11
22800,3.5404411484624918e-10,5.6014974025034151e-10,2.0668410774554425e-10
22850,1.8373580418994413e-10,1.1896331309302211e-10,2.0166517235554398e-10
22900,7.5151265648387947e-11,1.7648535554298926e-10,1.8424240310521644e-10
22950,2.7602092971102647e-10,1.4547873927950529e-10,1.9795973452164948e-10
23000,1.6109951735889639e-10,2.1661874851806123e-10,1.3525079630129761e-10
23050,2.3658924539726924e-11,1.3331633883988908e-10,1.1187722460854934e-10
23100,1.4645399076267592e-10,1.8492772737957223e-10,1.079638584064736e-10
23150,9.2958959477201227e-11,1.9537521189047289e-10,1.728208962672039e-10
23200,1.3376968965517517e-10,1.0546372972620468e-10,3.533407781535415e-11
23250,1.3973316422776042e-10,9.3966437268146691e-11,8.617226332603031e-11
23300,3.6095972465067563e-11,3.8363390724024711e-11,4.4017694479570045e-11
23350,8.5464014082374754e-11,1.0090579555493602e-10,6.6962335994025467e-11
23400,1.4326616990743186e-10,4.527240406894206e-11,9.8935364169144085e-11
23450,3.648374907439904e-11,1.1046437713667656e-10,7.4617605480215068e-11
23500,9.8711859877857918e-11,5.9899321596940211e-11,1.0654241303597298e-10
23550,1.1980706570609665e-10,2.2491731847783231e-10,1.7007893312947576e-10
23600,1.6315301027107556e-10,1.8132235231569748e-10,2.6212680299855352e-10
23650,1.0552254763516756e-10,7.4966830426059556e-11,1.0821575350080368e-10
23700,1.6609723448456457e-10,1.0535217620050087e-10,1.9202049836405035e-10
23750,3.3672834010710736e-10,2.022337614580082e-10,2.5869728768065403e-10
23800,1.1354040275875852e-10,9.7835469341501668e-11,1.7086143595470846e-11
23850,1.2799622840329901e-10,1.6752871411482891e-10,4.0099364110934023e-11
23900,4.4599026324628267e-09,4.5837916180512908e-09,4.205737536112279e-09
23950,1.8175916827873325e-10,6.4374815388932143e-11,1.4718214803330346e-10
24000,1.975860740324311e-07,1.9755183611381474e-07,1.9754701239574224e-07
24050,1.1330942846827842e-10,2.2976216752378028e-10,2.1160392352378901e-10
24100,3.1648445771041269e-11,8.6179888073046633e-11,5.5051257164298195e-11
24150,1.2603392310248414e-10,2.0508532644634202e-10,8.4582377618462706e-11
24200,0.00021034456153512035,0.0002103444286442802,0.00021034456754477415
24250,9.660914516771593e-11,1.1422232260440975e-10,1.0050373381733416e-10
24300,0.004712643715999284,0.0047126435859885163,0.004712643679852746
24350,9.4538244065854432e-11,1.6201145438005872e-10,2.4999531748756664e-10
24400,1.2259452335813035e-10,7.5202906861830271e-11,1.8399245573119455e-10
24450,8.4331225603099851e-11,1.4171733144939432e-10,1.0568078950391352e-10
24500,0.89433984494078611,0.89433984482048479,0.89433984482560946
24550,2.1427590633903304e-10,1.0055595952875549e-11,2.240857904570067e-10
24600,6.4655729533343154,6.4655729533040018,6.465572953356193
24650,1.9734968320015979e-10,2.9066190955487068e-10,4.5367621894726341e-10
24700,3.5813574891410951e-10,2.5779318765320608e-10,1.038393293033835e-10
24750,1.6216649110750108e-10,1.3809232964643633e-10,2.0157659852203576e-10
24800,27.847002102925494,27.847002102975704,27.847002102910675
24850,1.7735329113962073e-10,6.9946489561461e-11,1.5819718454133246e-10
24900,25.394682405865201,25.394682405762076,25.39468240576317
24950,2.7170671681919173e-10,7.8458109184490842e-11,2.0295402311930665e-10
25000,3.5420619393796546e-10,2.5165317480152073e-10,1.1779836376997362e-10
